"","city","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"2027","tamworth","16/09/1995","tamworth, australia","Tamair","Training","Swearingen SA.227AC Metro III",3,2,1,0.67,0,"Struck a tree and crashed while attempting to land. The control inputs of the co-pilot; and the period the landing gear remained extended after the simulated engine failure.",1995,9,"Sep",NA,"Tamworth",-31.1026,150.9171,"Australia","AU","AUS","New South Wales","",38551,1036233388
"2028","taos","08/11/2002","taos, new mexico","Richmor Aviation","Las Vegas, NV - Taos, NM","IAI 1124A Westwind",2,2,0,1,0,"While on a positioning flight the plane entered an uncontrolled descent and crashed. The pilot's inadvertent flight into mountain wave weather conditions while IMC, resulting in a loss of aircraft control.",2002,11,"Nov",NA,"Taos",36.3868,-105.5802,"United States","US","USA","New Mexico","",13799,1840022638
"2029","tarakan","07/11/2002","tarakan, indonesia","Dirgantara Air Services","Tarakan - Long Bawan","Britten-Norman BN-2A-21",10,7,3,0.7,0,"Two minutes after taking off, the aircraft went down in a swamp, about 1 mile from Juwata airport. The pilot radioed he was returning to the airport because of an engine failure.",2002,11,"Nov",NA,"Tarakan",3.3,117.633,"Indonesia","ID","IDN","Kalimantan Utara","",193069,1360080072
"2030","tarapoto","24/10/1945","tarapoto, peru","Faucett","","Faucett F-19",5,5,0,1,0,"Crashed on takeoff.",1945,10,"Oct",NA,"Tarapoto",-6.51,-76.48,"Peru","PE","PER","San MartÃ_n","",936,1604622202
"2031","tarma","22/06/1989","tarma, peru","Fuerza Aí©rea del Peru","San Ramon - Captain Alvarino","de Havilland Canada DHC-5D Buffalo",62,62,0,1,0,"Crashed into a mountainside in the remote Andean highlands shortly after leaving San Ramon. Overloaded.",1989,6,"Jun",NA,"Tarma",-11.41,-75.73,"Peru","PE","PER","JunÃ_n","",51350,1604810508
"2032","tashkent","24/04/1974","tashkent, uzbekistan","Aeroflot","","Ilyushin IL-18E",115,1,114,0.01,0,"The plane took off, descended and crashed.",1974,4,"Apr",NA,"Tashkent",41.3117,69.2949,"Uzbekistan","UZ","UZB","Toshkent","primary",2184000,1860331871
"2033","tashkent","06/07/1962","tashkent, uzbekistan, ussr","Aeroflot","","Ilyushin IL-14",14,14,0,1,0,"",1962,7,"Jul",NA,"Tashkent",41.3117,69.2949,"Uzbekistan","UZ","UZB","Toshkent","primary",2184000,1860331871
"2034","tashkent","19/10/2006","tashkent, russia","Military - Russian Air Force/Uzbekistan Airways","Training/Aranchi","Antonov An-2",15,15,0,1,0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport.",2006,10,"Oct",NA,"Tashkent",41.3117,69.2949,"Uzbekistan","UZ","UZB","Toshkent","primary",2184000,1860331871
"2035","tashkent","13/12/1959","tashkent, uzbekistan, ussr","Aeroflot","Kabul - Tashkent","Ilyushin IL-18",29,29,0,1,0,"Crashed into a mountain while en route.",1959,12,"Dec",NA,"Tashkent",41.3117,69.2949,"Uzbekistan","UZ","UZB","Toshkent","primary",2184000,1860331871
"2036","tashkent","13/01/2004","tashkent, uzbekistan","Uzbekistan Airways","Termez - Tashkent","Yakovlev YAK-40",37,37,0,1,0,"Crashed while attempting to land in heavy fog. The aircraft struck a stanchion of approach lights and flipped over, hitting the outside of a wall surrounding the landing area.",2004,1,"Jan",NA,"Tashkent",41.3117,69.2949,"Uzbekistan","UZ","UZB","Toshkent","primary",2184000,1860331871
"2037","tashkent","16/01/1987","tashkent, uzbekistan","Aeroflot","","Yakovlev YAK-40",9,9,0,1,0,"While taking off, the aircraft banked sharply to the left and crashed. Encounted a wake vortex from another aircraft.",1987,1,"Jan",NA,"Tashkent",41.3117,69.2949,"Uzbekistan","UZ","UZB","Toshkent","primary",2184000,1860331871
"2038","tawau","15/09/1995","tawau,  malaysia","Malaysia Airlines","Kota Kinabalu - Tawau","Fokker 50",53,34,19,0.64,0,"Following a visual approach, the aircraft landed long and fast and overran the end of the runway into a shanty town while attempting a go-around.",1995,9,"Sep",NA,"Tawau",4.271,117.896,"Malaysia","MY","MYS","Sabah","",306462,1458745722
"2039","tbilisi","17/06/1993","tbilisi, georgia","Tajikistan Airlines","Batumi - Baku - Chimkent","Antonov AN-26",40,40,0,1,0,"The crew reported they were diverting due to thunderstorms. Soon after the aircraft crashed after encountering severe turbulence.",1993,6,"Jun",NA,"Tbilisi",41.725,44.7908,"Georgia","GE","GEO","","primary",1100000,1268203191
"2040","tbilisi","20/07/1992","tbilisi, georgia","Georgian Air","Tbilisi - Mineralnye Vody","Tupolev TU-154B",24,24,0,1,4,"Overran the runway while trying to take and crashed into buildings. Overloaded. Center of gravity too far forward.",1992,7,"Jul",NA,"Tbilisi",41.725,44.7908,"Georgia","GE","GEO","","primary",1100000,1268203191
"2041","tegal","01/02/1972","tegal, indonesia","PENAS","","Douglas DC-6",9,6,3,0.67,0,"Due to a compass error the aircraft became lost and crashed during a forced landing due to fuel starvation.",1972,2,"Feb",NA,"Tegal",-6.8696,109.12,"Indonesia","ID","IDN","Jawa Tengah","",237084,1360035814
"2042","tegucigalpa","30/05/2008","tegucigalpa, honduras","TACA International Airlines","San Salvador, El Salvador - Tegucigalpa, Honduras - Miami","Airbus A-320-233",136,3,133,0.02,2,"After making a missed approach and during the second attempt at landing at Toncontin Airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. The runway was wet with rain from Tropical Storm Alma.",2008,5,"May",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2043","tegucigalpa","20/02/1967","tegucigalpa, honduras","Sahsa Airlines","San Pedro Sula - Tegucigalpa","Douglas DC-6",55,4,51,0.07,0,"While landing, the crew was unable to move the throttles into reverse position. The plane was not able to go-around and a ground loop was attempted. The aircraft ran the runway into a ditch and the left wing tank ruptured and caught fire. Probable failure of the reverse pitch control mechanism.",1967,2,"Feb",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2044","tegucigalpa","26/05/1970","tegucigalpa, honduras","Aeroservice S de RL","","de Havilland DH-114 Heron 1B",6,6,0,1,0,"While on approach, the plane banked to the left and crashed to the ground. The pilot stalled the plane in turbulence at a low altitude.",1970,5,"May",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2045","tegucigalpa","12/09/1959","tegucigalpa, honduras","Pan American World Airways","San Salvador - Miami","Douglas DC-4",3,3,0,1,0,"Shortly after taking off, the cargo plane deviated from it's intended course and struck a mountain, for reasons unknown.",1959,9,"Sep",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2046","tegucigalpa","27/01/1973","tegucigalpa, honduras","TAN","","Douglas DC-6A",3,3,0,1,0,"",1973,1,"Jan",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2047","tegucigalpa","29/11/1944","tegucigalpa, nicaragua","TACA","","Ford 5-AT-B Tri-Motor",16,16,0,1,0,"",1944,11,"Nov",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2048","tegucigalpa","21/10/1989","tegucigalpa, honduras","TAN","Managua - Tegucigalpa","Boeing B-727-224",146,127,19,0.87,0,"The aircraft landed short of the runway in heavy rain and high winds after returning to the airport. The crew did not follow the proper approach procedure.",1989,10,"Oct",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2049","tegucigalpa","25/02/1989","tegucigalpa, honduras","Albancion Circulo"," - Tegucigalpa - Toncontin","Douglas DC-6",10,10,0,1,0,"Hit high ground 27 km from the airport.",1989,2,"Feb",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2050","tegucigalpa","01/04/1997","tegucigalpa, honduras","Military - U.S. Air Force","Howard AFB - Tegucigalpa","Lockheed C-130H Hercules",10,3,7,0.3,0,"While landing the aircraft overran the runway, hit a concrete drainage ditch, when through a fence and came to rest on a highway where it caught fire.",1997,4,"Apr",NA,"Tegucigalpa",14.102,-87.2175,"Honduras","HN","HND","Francisco MorazÃ¡n","primary",946000,1340344059
"2051","tehran","23/12/1951","tehran, iran","Misrair","","SNCASE Languedoc",22,22,0,1,0,"Crashed at Mehrabad airport during a third landing attempt.",1951,12,"Dec",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2052","tehran","20/04/2005","tehran, iran","Saha Airline Services","Krish - Teran","Boeing B-707-3J9C",169,3,166,0.02,0,"Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.",2005,4,"Apr",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2053","tehran","02/08/1976","tehran, iran","Korean Airlines","Tehran, Iran - Seoul, Korea","Boeing 707-373",5,5,0,1,0,"Instead of turning on course the cargo plane continued straight and hit a mountain.",1976,8,"Aug",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2054","tehran","02/02/2000","tehran, iran","Military - IslamiRepubliof Iran Air Force","Training","Lockheed C-130 Hercules",8,8,0,1,0,"Crashed on take off.",2000,2,"Feb",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2055","tehran","08/02/1993","tehran, iran","Iran Air Tours  /  Military - Iranian Air Force","Tehran - Khoram","Tupolev TU-154M / Sukhoi Su-24",133,133,0,1,0,"Midair collision with an Iranian Air Force fighter while taking off. One hundred thirty-one killed on the Tupolev and one killed on the Su-24.",1993,2,"Feb",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2056","tehran","15/03/1974","tehran, iran","Sterling Airways","Tehran - Kobenhavn","Aerospatiale Caravelle 10B3",96,15,81,0.16,0,"Collapse of right main landing gear while taxing ruptured the wing fuel tank causing a fire.",1974,3,"Mar",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2057","tehran","06/12/2005","tehran, iran","Military - IslamiRepubliof Iran Air Force","Tehran - Bandar Abbas","Lockheed C-130B Hercules",94,94,0,1,14,"The military plane crashed into an apartment building in the Azari district after taking from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.",2005,12,"Dec",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2058","tehran","27/11/2006","tehran, iran","Military - Iranian Revolutionary Guard Corps Air Force","Tehran - Shiraz","Antonov 74T-200",38,38,0,1,0,"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital.",2006,11,"Nov",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2059","tehran","25/12/1952","tehran, iran","Iran Air","Abadan - Tehran","Douglas DC-3",29,27,2,0.93,0,"Crashed while landing.",1952,12,"Dec",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2060","tehran","29/09/1981","tehran, iran","Military - Iranian Air Force","Ahwaz - Tehran","Lockheed C-130H",60,60,0,1,20,"Crashed into Tir Square while on approach to land. Killed were Iran's Defense Minister and other military officals.",1981,9,"Sep",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2061","tehran","14/09/1950","tehran, iran","Iran Air","","Douglas DC-3",8,8,0,1,0,"Crashed during takeoff.",1950,9,"Sep",NA,"Tehran",35.6719,51.4243,"Iran","IR","IRN","TehrÄÅn","primary",7873000,1364305026
"2062","tepic","07/07/1980","tepic, mexico","IMSS","","Embraer 110P1 Bandeirante",13,13,0,1,0,"",1980,7,"Jul",NA,"Tepic",21.5054,-104.88,"Mexico","MX","MEX","Nayarit","admin",318781,1484433877
"2063","terrace","14/01/1977","terrace, bc, canada","Thunderbird Air Ltd.","Prince George - Prince Rupert","de Havilland Canada DHC-6 Twin Otter 300",12,12,0,1,0,"Crashed into Little Herman Mountain while on approach.",1977,1,"Jan",NA,"Terrace",54.5,-128.5833,"Canada","CA","CAN","British Columbia","",19443,1124878479
"2064","terrace","09/05/1996","terrace, british columbia, canada","Buffalo Narrows Airways","","de Havilland Canada DHC-3 Otter",2,2,0,1,0,"On a positioning flight the aircraft flew into a mountain.",1996,5,"May",NA,"Terrace",54.5,-128.5833,"Canada","CA","CAN","British Columbia","",19443,1124878479
"2065","terrace","26/09/1989","terrace,  canada","Skylink Airlines","","Swearingen SA.227AC Metro III",7,7,0,1,0,"The plane struck trees, losing part of a wing after initiating a go-around.",1989,9,"Sep",NA,"Terrace",54.5,-128.5833,"Canada","CA","CAN","British Columbia","",19443,1124878479
"2066","terre haute","30/01/1984","terre haute, indiana","Britt Airways","Training","Swearingen SA.226TC Metro II",3,3,0,1,0,"The aircraft entered a steep after taking and crashed to the ground. Undetermined cause.",1984,1,"Jan",NA,"Terre Haute",39.4654,-87.3763,"United States","US","USA","Indiana","",92841,1840009671
"2067","texarkana","28/08/1986","texarkana, arkansas","Southwest Airlift","Little Rock - Texarkana","Howard 250",2,2,0,1,0,"On takethe cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot.",1986,8,"Aug",NA,"Texarkana",33.4487,-94.0814,"United States","US","USA","Texas","",80888,1840021987
"2068","tezpur","12/07/1951","tezpur, india","Indamer","","Douglas C-47B",3,3,0,1,0,"Cargo plane.",1951,7,"Jul",NA,"Tezpur",26.6338,92.8,"India","IN","IND","Assam","",58851,1356299437
"2069","tezpur","21/03/1956","tezpur, india","Indian Airlines","","Douglas DC-3",21,2,19,0.1,0,"An improper flare on landing caused the aircraft to bounce causing the right wing to strike the runway after which the plane veered the runway.",1956,3,"Mar",NA,"Tezpur",26.6338,92.8,"India","IN","IND","Assam","",58851,1356299437
"2070","tijuana","28/10/1979","tijuana, mexico","Procurator Generale de la Republica","","de Havilland Canada DHC-6 Twin Otter 300",10,10,0,1,0,"Crashed into a utility pole short of the runway in heavy fog.",1979,10,"Oct",NA,"Tijuana",32.5,-117.08,"Mexico","MX","MEX","Baja California","minor",1553000,1484708778
"2071","timbuktu","22/02/1985","timbuktu, mali","Air Mali","Tombouctou - Bamako","Antonov AN-24V",51,50,1,0.98,0,"Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.",1985,2,"Feb",NA,"Timbuktu",16.7666,-3.0166,"Mali","ML","MLI","Tombouctou","admin",68872,1466595315
"2072","timmins","03/09/1976","timmins, ontario, canada","Austin Airways","Moosonee - Timmins","de Havilland Canada DHC-3 Otter",10,10,0,1,0,"The float plane struck power lines and crashed while attempting to land.",1976,9,"Sep",NA,"Timmins",48.4666,-81.3333,"Canada","CA","CAN","Ontario","",34974,1124760634
"2073","timmins","09/11/1969","timmins, ontario ,canada","Austin Airways","Winisk - Timmins","Douglas C-47B",4,2,2,0.5,0,"Crashed after returning to Timmins because of poor weather. The pilot made inadequate pre flight preparations for a flight into known marginal weather. The pilot descended below the minimum altitude. The pilot exposed himself and his crew to the effects of fatigue by attempting a flight after a long period of duty.",1969,11,"Nov",NA,"Timmins",48.4666,-81.3333,"Canada","CA","CAN","Ontario","",34974,1124760634
"2074","tokyo","16/03/1960","tokyo, japan","All Nippon Airways","Tokyo - Nagoya","Douglas DC-3",33,3,30,0.09,0,"Mid-air collision with a Japan Air Self Defence Force F-86 fighter which was taking from Nagoya. Both planes crashed but the F-86 pilot ejected safely.",1960,3,"Mar",NA,"Tokyo",35.685,139.7514,"Japan","JP","JPN","TÅçkyÅç","primary",35676000,1392685764
"2075","tokyo","09/02/1982","tokyo, japan","Japan Air Lines","Fukuoka - Tokyo","McDonnell Douglas DC-8-61",174,24,150,0.14,0,"The aircraft flew into shallow water, 100 yards meters short of the runway, after a struggle between a mentally ill captain and the co-pilot and flight engineer. The plane hit approach-light stanchions extending above the bay waters after which the nose broke off. During the approach, the captain, known to have mental problems, put the inboard engines into reverse in an attempt to destroy the aircraft while the co-pilot and flight engineer battled to restrain him.",1982,2,"Feb",NA,"Tokyo",35.685,139.7514,"Japan","JP","JPN","TÅçkyÅç","primary",35676000,1392685764
"2076","tokyo","27/07/1970","tokyo, japan","Flying Tiger Line","Tokyo - Okinawa","McDonnell Douglas DC-8-63AF",4,4,0,1,0,"Cargo plane. An unarrested rate of descent due to inattention of the crew to instrument altitude references while the pilot was attempting to establish outside visual contact in meteorological conditions which precluded such contact during that segment of a precision radar approach inbound from the Decision Height.",1970,7,"Jul",NA,"Tokyo",35.685,139.7514,"Japan","JP","JPN","TÅçkyÅç","primary",35676000,1392685764
"2077","tokyo","23/07/1999","tokyo, japan","All Nippon Airways","Tokyo, Japan - Chitose, Japan","Boeing B-747",517,1,516,0,0,"Two minutes after taking from Haneda Airport, a man carrying a knife forced a flight attendant to take him in the cockpit of the plane.  A fan of computer flight-simulation games, he stated he just wanted to fly a real plane.  After forcing the co-pilot out of the cockpit he ordered the captain to fly to a U.S. Air Force base in Tokyo. When he refused, he stabbed the captain and seized the controls. After a sudden drop in altitude, the co-pilot and an duty crew member entered the cockpit and overpowered the hijacker.  A one point the plane plunged to within 984 feet of the ground. The plane ultimately  landed safely but the captain died of his injuries.",1999,7,"Jul",NA,"Tokyo",35.685,139.7514,"Japan","JP","JPN","TÅçkyÅç","primary",35676000,1392685764
"2078","tokyo","23/03/2009","tokyo, japan","FedEx","Guangzhou, China - Tokyo, Japan","McDonnell Douglas MD-11",2,2,0,1,0,"The cargo plane crashed and burst into flame as it landed at Narita Airport in winds of 30 - 50 mph. The plane bounced twice on the runway and veered to left as it turned on its side before bursting into flames. The fire destroyed the aircraft.",2009,3,"Mar",NA,"Tokyo",35.685,139.7514,"Japan","JP","JPN","TÅçkyÅç","primary",35676000,1392685764
"2079","tokyo","04/03/1966","tokyo, japan","Canadian PacifiAir Lines","Hong Kong - Tokyo","McDonnell Douglas DC-8-43",72,64,8,0.89,0,"The aircraft struck the approach lights and a sea wall during a landing attempt. The pilot initiated a steep rate of descent with the intention of executing a final approach at a lower altitude. Poor visibility due to illusive fog conditions misled the pilot and affected his judgement.",1966,3,"Mar",NA,"Tokyo",35.685,139.7514,"Japan","JP","JPN","TÅçkyÅç","primary",35676000,1392685764
"2080","toledo","26/06/1975","toledo, ohio","Hamilton Aviation","Detroit, MI - Peducah, KY","Beechcraft E18S",2,2,0,1,0,"Crashed in an emergency landing. Fatigue fracture of the cylinder head. Standpipe cutflush with bottom of oil tank. Improper maintenance.",1975,6,"Jun",NA,"Toledo",39.867,-4.0167,"Spain","ES","ESP","Castille-La Mancha","admin",74632,1724171411
"2081","toledo","10/12/1946","toledo, washington","Military - U.S. Marine Corps","Miramar NAS, California - Sand Point NB, Seattle","Curtiss-Wright R5C-1",32,32,0,1,0,"The crew reported picking up ice before disappearing without a trace while en route. The last reported positon was 30 miles south of Toledo, Washington. Found 11 months later at Mt. Rainer.",1946,12,"Dec",NA,"Toledo",39.867,-4.0167,"Spain","ES","ESP","Castille-La Mancha","admin",74632,1724171411
"2082","toledo","15/02/1992","toledo, ohio","ATI","Seattle - Toledo","McDonnell Douglas DC-8-63F",4,3,1,0.75,0,"After a missed approach by the copilot the captain took over but also executed a go-around.  He became spatially disoriented. When in a low nose and left bank attitude, control of the plane was transferred back to the first officer who began leveling the wings and raising the nose of the airplane. Impact with the ground occurred before the recovery was completed. The failure of the flight crew to properly recognize or recover in a timely manner from the unusual aircraft attitude that resulted from the captain's apparent spatial disorientation, resulting from physiological factors and/or a failed attitude director.",1992,2,"Feb",NA,"Toledo",39.867,-4.0167,"Spain","ES","ESP","Castille-La Mancha","admin",74632,1724171411
"2083","toledo","29/10/1960","toledo, ohio","ArctiPacific","Toledo - Kansas City, MO","Curtiss C-46F-1-CU",48,22,26,0.46,0,"Crashed after taking from Toledo Express Airfield, landing 5,800 ft. beyond the runway threshold. Sixteen members of the California State  PolytechniCollege,  San Luis Obispo football team killed. Premature lift-off, partial loss of power in the No.1 engine, overweight aircraft and weather conditions were the cause of the crash.",1960,10,"Oct",NA,"Toledo",39.867,-4.0167,"Spain","ES","ESP","Castille-La Mancha","admin",74632,1724171411
"2084","toronto","05/07/1970","toronto, canada","Air Canada","Montreal - Toronto - Los Angeles","McDonnell Douglas DC-8-63",109,109,0,1,0,"While attempting to land at Toronto, at approximately 60 feet above the runway, the spoilers were inadvertently deployed causing the aircraft to fall to the runway and lose the No. 4 engine. With the wing on fire, the captain decided to go-around but while circling the plane lost the No. 3 engine and eventually went into a seep dive and crashed. Inadvertent deployment of the spoilers by the first officer while the aircraft was still in the air. Faulty design by allowing the spoiler handle to perform two different unrelated tasks (lift to arm and pull to deploy). After the crash McDonnell Douglas denied there was any design flaw and the FAA decided to issue an Airworthiness Directive requiring a warning placard on all DC8s. After two and possibly three more crashed with the same cause an AD was issued requiring a safety lock be installed.",1970,7,"Jul",NA,"Toronto",43.7,-79.42,"Canada","CA","CAN","Ontario","admin",5213000,1124279679
"2085","toronto","26/06/1978","toronto, canada","Air Canada","Toronto - Winnipeg","McDonnell Douglas DC-9-32",107,2,105,0.02,0,"The aircraft overran the runway and crashed into a revine after an aborted takedue to a blown tire. The No. 3 tire failed on takeand debris damaged the right gear 'down and locked' switch, causing a gear unsafe indication in the cockpit. Debris was also ingested by the No. 2 engine causing a loss of reverse thrust during the rejected takeoff.",1978,6,"Jun",NA,"Toronto",43.7,-79.42,"Canada","CA","CAN","Ontario","admin",5213000,1124279679
"2086","toronto","02/09/1995","toronto, ontario, canada","Military - Royal Air Force","Air Show","British Aerospace Nimrod MR-2P",7,7,0,1,0,"During a low flying turn manuve, at an air show, the pilot caused the plane to stall and crash into the water. The captain made an error of judgement in modifying one of the display manoeuvres to the extent that he stalled the aircraft at a height and attitude from which recovery was impossible.",1995,9,"Sep",NA,"Toronto",43.7,-79.42,"Canada","CA","CAN","Ontario","admin",5213000,1124279679
"2087","toronto","02/08/2005","toronto, canada","Air France","Paris, France - Toronto Canada","Airbus A-340",309,0,309,0,0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.",2005,8,"Aug",NA,"Toronto",43.7,-79.42,"Canada","CA","CAN","Ontario","admin",5213000,1124279679
"2088","toronto","12/01/1987","toronto, canada","Trillium Air","","Britten-Norman BN-2A-20 Islander",3,1,2,0.33,0,"Crashed into Lake Ontario. Both passenger and pilot were rescued by a helicopter. The pilot later died.",1987,1,"Jan",NA,"Toronto",43.7,-79.42,"Canada","CA","CAN","Ontario","admin",5213000,1124279679
"2089","tours","04/12/1935","tours, france","Air Bleu","","Caudron C-630 Simoun",2,1,1,0.5,0,"",1935,12,"Dec",NA,"Tours",47.3804,0.6999,"France","FR","FRA","Centre-Val de Loire","minor",236096,1250635972
"2090","townsville","07/08/1943","townsville, australia","Military - U.S. Air Force","Townsville - Brisbane","Douglas C-47-DL",27,27,0,1,0,"Crashed into the ocean.",1943,8,"Aug",NA,"Townsville",-19.25,146.77,"Australia","AU","AUS","Queensland","",138954,1036500020
"2091","trinidad","07/09/1972","trinidad, bolivia","Servicios Aereas Virgen de Copacabana","","Curtiss C-46A-40-CU",8,1,7,0.13,0,"The No.1 engine failed during takeoff, the aircraft banked left, lost height, touched down again and ran through small trees and a fence . The right gear collapsed and the nose hit the ground.",1972,9,"Sep",NA,"Trinidad",-33.544,-56.901,"Uruguay","UY","URY","Flores","",21093,1858903609
"2092","trinidad","22/08/1942","trinidad","KLM Royal Dutch Airlines","","Lockheed 14 Electra",13,13,0,1,0,"",1942,8,"Aug",NA,"Trinidad",-33.544,-56.901,"Uruguay","UY","URY","Flores","",21093,1858903609
"2093","tripoli","27/07/1989","tripoli, libya","Korean Airlines","Jeddah - Tripoli","McDonnell Douglas DC-10-30",199,75,124,0.38,4,"The aircraft crashed short of the runway while landing in fog. Failure of the captain to land without analyzing the weather data.",1989,7,"Jul",NA,"Tripoli",32.8925,13.18,"Libya","LY","LBY","Å¢arÄÅbulus","primary",2189000,1434201852
"2094","tripoli","22/12/1992","tripoli, libya","Libya Arab Airlines / Military -  Libya Air Force","Benghazi - Tripoli","Boeing B-727-2L5 / MiG23UB",157,157,0,1,0,"Midair collision with an Libyan Air Force fighter at 3,500 ft.",1992,12,"Dec",NA,"Tripoli",32.8925,13.18,"Libya","LY","LBY","Å¢arÄÅbulus","primary",2189000,1434201852
"2095","tripoli","19/09/1946","tripoli, libya","Military -Royal Air Force","St. Mawan, England - Almaza, Egypt","Avro Lancaster",25,25,0,1,0,"Crashed after possibly being hit by lightning.",1946,9,"Sep",NA,"Tripoli",32.8925,13.18,"Libya","LY","LBY","Å¢arÄÅbulus","primary",2189000,1434201852
"2096","tripoli","01/06/1970","tripoli, libya","Ceskoslovenske Aerolinie","","Tupolev TU-104A",13,13,0,1,0,"Undershot runway in fog and crashed after two failed landing attempts. Crew error.",1970,6,"Jun",NA,"Tripoli",32.8925,13.18,"Libya","LY","LBY","Å¢arÄÅbulus","primary",2189000,1434201852
"2097","trondheim","02/10/1948","trondheim, norway","Norwegian Airlines","Fornebu - Hommelvik","Short Sandringham 6 (flying boat)",45,19,26,0.42,0,"Crashed while attempting to land in crosswinds and high seas.",1948,10,"Oct",NA,"Trondheim",63.4167,10.4167,"Norway","NO","NOR","","minor",147139,1578633461
"2098","troy","21/10/1935","troy, new york","Chamberlin Flying Service","","Curtiss AT-32C Condor",6,1,5,0.17,0,"The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.",1935,10,"Oct",NA,"Troy",42.7354,-73.6751,"United States","US","USA","New York","",49702,1840003087
"2099","truckee","28/12/2005","truckee, california","Skyward Aviation","Twin Falls - Truckee - Carlsbad - Monterrey","Gates Learjet 35A",2,2,0,1,0,"On final approach the plane crashed into an open field 2,200 feet short of the runway threshold. The plane was scheduled to pick up passengers for a trip to Carlsbad. The pilot's inadequate compensation for the gusty crosswind condition and failure to maintain an adequate airspeed while maneuvering in a steep turn close to the ground.",2005,12,"Dec",NA,"Truckee",39.3455,-120.1848,"United States","US","USA","California","",12296,1840022462
"2100","trujillo","31/12/1976","trujillo, peru","Faucett","Trujillo - Tarapoto","Douglas C-54A-1-DO",19,19,0,1,0,"Crashed in the foothills of the Andes shortly after taking from Trujillo.",1976,12,"Dec",NA,"Trujillo",-8.12,-79.02,"Peru","PE","PER","La Libertad","admin",765171,1604613706
"2101","trujillo","09/03/1955","trujillo, colombia","AVIANCA","Condoto - Cali","Douglas C-47A",8,8,0,1,0,"The cargo plane crashed with a gold and platinum shipment aboard. Wreckage found one month later.",1955,3,"Mar",NA,"Trujillo",-8.12,-79.02,"Peru","PE","PER","La Libertad","admin",765171,1604613706
