"","City","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","Latitude","Longitude"
"666","richmond","16/07/1964","richmond, virginia","Air Lines","New York City - Richmond - Jacksonville","Douglas DC-7B",76,0,76,0,0,"Landed 17 feet short of the runway threshold, tore the landing gear, slid and caught fire. Pilot misjudged altitude and distance and undershot during landing.",1964,7,"Jul",NA,-33.59956,150.751419
"667","rio cuarto","16/07/1956","rio cuarto, argentina","Aerolineas Argentinas","Buenos Aires - Rio Cuarto","Douglas DC-3",18,18,0,1,0,"Crashed while making an approach to Rio Cuarto. The decision of the pilot to descend en route, without justifiable reason, below the minimum altitude prescribed for a night flight and in weather conditions which made it his duty to follow IFR procedure.",1956,7,"Jul",NA,-33.130671,-64.349918
"668","rio cuarto","05/05/1969","rio cuarto, argentina","Military - Argentine Air Force","Service mission","Douglas C-47A",11,11,0,1,0,"Nosed over on landing, exploded and burst into flames.",1969,5,"May",NA,-33.130671,-64.349918
"669","rio de oro","26/02/1934","rio de oro, morocco","Air France","","Latí©coíÂre 28",6,1,5,0.17,0,"",1934,2,"Feb",NA,8.291901,-73.384853
"670","rio grande","26/03/1951","rio grande, argentina","Aerolineas Argentinas","Ushuaia - Buenos Aires","Douglas DC-3",20,11,9,0.55,2,"Crashed shortly after takeoff.",1951,3,"Mar",NA,-23.4,-65.75
"671","rio vista","02/02/1932","rio vista, california","Boeing Air Transport","","Boeing 40",2,1,1,0.5,0,"Struck an irrigation ditch and caught fire  during landing.",1932,2,"Feb",NA,5.945,-74.325833
"672","robertson","23/01/1941","robertson, missouri","Trans Continental and Air","Kansas City, MO - New York","Douglas DC-3-3",13,2,11,0.15,0,"Shortly after passing west boundary of the airport, the pilot started a left turn. While in the turn, the plane contracted trees 113 feet above the level of the airport.  Full power was applied to the engines in an attempt to pull up but other trees were struck and the pilot lost control. The aircraft crashed to the ground at a point approximately one-fourth of a mile southwest of the airport boundary. The action of the pilot in attempting a landing under adverse weather conditions in disregard of the minimums prescribed by the Civil Aeronautics Administration and in maneuvering for such a landing at a dangerously low altitude.",1941,1,"Jan",NA,-34.587421,150.591156
"673","rodez","27/01/1979","rodez, france","Air Rouergue","","Fokker F-27 Friendship 500",6,5,1,0.83,0,"Struck a mountain. Failure of the crew to level at the prescribed altitude either due to inadequate monitoring or an altimeter setting error by confusion between QNH and QFE.",1979,1,"Jan",NA,44.35237,2.572616
"674","rollingstone","12/06/1996","rollingstone, queensland  australia","Military - Australian Army Aviation","","Sikorsky S-70 / Sikorsky S-70",28,18,10,0.64,0,"The two helicopters collided in mid-air while flying in formation. The pilots may have possibly been  stressed fatigued and inadequately prepared and were flying too low to see the target.",1996,6,"Jun",NA,-19.05,146.383333
"675","roque perez","28/04/2001","roque perez, argentina","Private - Techint  group","San Fernando - El Calafate","Cessna  208B Grand Caravan",10,10,0,1,0,"The aircraft crashed into rugged farm land, 120 miles south of Buenos Aires. Possible icing.  Agostino Rocca, president of the Buenos Aires-based Techint  construction group and German Sopena, managing editor of the Argentine newspaper La Nacion, were among those killed.",2001,4,"Apr",NA,-35.397945,-59.332707
"676","rosas","20/07/1925","rosas, spain","Lignes Aeriennes Latecoere","","Breguet 14",1,1,0,1,0,"",1925,7,"Jul",NA,-35.969691,-58.932174
"677","saglouc","28/02/1977","saglouc, canada","Survair","","Douglas DC-3",10,4,6,0.4,0,"Crashed in whiteout conditions.",1977,2,"Feb",NA,62.2,-75.633333
"678","saint sauveur","08/12/1937","saint sauveur, france","Air France","","Potez 621",7,2,5,0.29,0,"Crashed in poor weather conditions.",1937,12,"Dec",NA,15.4,-61.2666667
"679","sake","07/07/2006","sake, democratirepublicongo","Mango Airlines","Goma - Kisangani","Antonov AN-12B",5,5,0,1,0,"The cargo plane had engine failure and struck a hill as it lost altitude.",2006,7,"Jul",NA,34.959396,69.250328
"680","salta","11/04/1985","salta, argentina","YPF","Buenos Aires - Salta","HS-125-700B",7,7,0,1,0,"After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.",1985,4,"Apr",NA,-24.785896,-65.411664
"681","salvador","02/07/1954","salvador, brazil","Military - Brazilian Air Force","","Lockheed C-28",20,20,0,1,0,"The aircraft crashed while attempting to land at Salvador. Engine failure at a critical stage in landing.",1954,7,"Jul",NA,-11.395776,15.792647
"682","sama","03/06/1963","sama, india","Indian Airlines","Amritsar - Srinagar","Douglas C-47",29,29,0,1,0,"Cashed 25 miles from Amritsar. Structural failure of the aircraft in the air, following overstressing, as a result of loss of control. The loss of control was caused by improper rigging of the rudder bungee system.",1963,6,"Jun",NA,34.3647,63.53791
"683","samos","03/08/1989","samos, greece","OlympiAviation","Thessaloniki - Samos","Shorts 330-200",34,34,0,1,0,"Crashed into Mt. Kerkis in poor weather after deviating from course on approach. The crew was flying VFR in IFR conditons. The aircraft was named Isle of Minos.",1989,8,"Aug",NA,42.730969,-7.32491
"684","san bernardino","09/07/1934","san bernardino, california","United Air Services","San Bernardion - Los Angeles","Lockheed Vega",4,3,1,0.75,0,"Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.",1934,7,"Jul",NA,-30.813822,-64.011314
"685","san bernardino","22/09/1976","san bernardino, california","Loma Linda University - Air Taxi","Dagget, CA - Loma Linda, CA","Sikorsky S-55B",4,4,0,1,0,"Helicopter mediflight. Pilot failed to see and avoid power lines while flying through a pass.",1976,9,"Sep",NA,-30.813822,-64.011314
"686","san carlos","24/10/1999","san carlos, venezuela","Military - Venezuelan Army","La Carlota - Acarigua","Arava 201",6,6,0,1,0,"Crashed during a rainstorm.",1999,10,"Oct",NA,-29.601085,-64.812408
"687","san carlos de bariloche","13/05/1957","san carlos de bariloche, argentina","Lineas Aereas del Estado","","Vickers 615 Viking 1B",16,16,0,1,0,"The pilot lost in rain and fog searched for a landing area until the plane ran out of fuel and crashed into a 4,500 foot mountain.",1957,5,"May",NA,-41.140293,-71.301369
"688","san dimas","04/07/2002","san dimas, california","Private","","Cessna 310",2,2,0,1,2,"The aircraft lost power while taking from Bracket Airport and crashed into picnickers on the shoreline of Puddingstone Lake in Bonelli Park. The plane was observed in a left bank, traveling approximately 30 feet above and parallel to the shoreline, before impacting two trees in a picniarea. Witnesses reported that they did not hear the engines running. The pilot made 3 consecutive mayday calls during the initial climb-out from runway 26L, however, the pilot did not indicate the nature of the emergency.  Two children on the ground were killed. Fifteen others were injured. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, and subsequent collision with terrain. A contributing factor was the pilot's impairment from the effects of prescription painkilling drugs.",2002,7,"Jul",NA,11.177628,-85.60436
"689","san felipe","29/03/1952","san felipe, venezuela","TACA","","Douglas DC-3",12,12,0,1,0,"Crashed into the summit on Cerro Grande Mountain.",1952,3,"Mar",NA,-22.266667,-64.966667
"690","san fernando","06/04/1972","san fernando, venezuela","AVENSA","","Curtiss C-46F",2,2,0,1,0,"The cargo plane crashed.",1972,4,"Apr",NA,-34.441973,-58.557395
"691","san fernando","13/10/1972","san fernando, chile","Uruguayan Air Force - TAMU","Mendoza - Santiago","Fairchild-Hiller FH-227D/LCD",45,29,16,0.64,0,"The plane left Montevideo bound for Santiago, Chile carrying the Old Christians Rugby Team. After leaving Mendoza and while flying at FL150, the copilot radioed he was over Curico and requested clearance to FL100. Because of head winds, the plane was actually still Andes. As the plane descended into clouds it ran into turbulence and the crew found themselves surrounded by mountains on all sides. The crew tried to climb out but the right wingtip struck the mountainside. The right wing detached and separated from the aircraft taking part of the tail. The fuselage slid down a mountain slope and came to rest in the Andes mountains at an altitude of 12,000 feet. The survivors were not found until 12/22/72. Eight passengers died in an avalanche on October 30. Survivors resorted to cannibalism to stay alive. The book and movie 'Alive' is based on this accident. The aircraft flew into a rotor zone or mountain wave which led to loss of control of the aircraft.",1972,10,"Oct",NA,-34.441973,-58.557395
"692","san francisco","24/12/1964","san francisco, california","Flying Tiger Line","San Francisco - New York","Lockheed L-1049H Super Constellation",3,3,0,1,0,"The cargo plane flew course and struck a mountain in the San Bruno range. The pilot, for undetermined reasons, deviated from departure course into an area of rising terrain where downdraft activity and turbulence affected the climb capability of the aircraft sufficiently to prevent terrain clearance.",1964,12,"Dec",NA,-28.963096,-65.426706
"693","san francisco","28/06/1965","san francisco, california","Pan American World Airways","San Francisco - Hawaii","Boeing B-707-321B",153,0,153,0,0,"Just after the aircraft took from San Francisco International Airport, the No. 4 engine disintegrated tearing 25 feet of the right wing. An emergency landing was safely made at Travis Air Force Base. A plane was dispatched to pick up the passengers at Travis Air Force Base. While attempting to land, and in plain view of the passengers, the nose gear collapsed. Improper turbine rotor positioning during engine assembly and the use of serviceable worn parts. The aircraft was named 'Clipper Friendship.'",1965,6,"Jun",NA,-28.963096,-65.426706
"694","san francisco","16/07/1921","san francisco, california","US Aerial Mail Service","","De Havilland DH-4",1,1,0,1,0,"",1921,7,"Jul",NA,-28.963096,-65.426706
"695","san francisco","03/02/1963","san francisco, california","Slick Airways","","Lockheed 1049H Super Constellation",8,3,5,0.38,0,"The aircraft struck approach lights 1,170 feet from the runway threshold, climbed to about 200 feet and then crashed approximately 1,900 feet beyond the threshold and on the left edge of Runway 28L. Continuation of an instrument approach after adequate visual reference was lost below authorized minimums. Inadequate monitoring of the  instrument approach by the PAR controller was a contributing factor.",1963,2,"Feb",NA,-28.963096,-65.426706
"696","san francisco","09/02/1937","san francisco, california","United Air Lines","Los Angeles - San Francisco - Oakland","Douglas DC-3A",11,11,0,1,0,"The aircraft crashed into San Francisco Bay, approximately 2 miles offshore, while on approach. The accidental jamming of the elevator controls as the result of the co-pilot's microphone being inadvertently dropped and lodged between the elevator control column and the seat rail in such a way that the crew was unable to prevent rapid descent of the airplane. First accident involving a DC-3.",1937,2,"Feb",NA,-28.963096,-65.426706
"697","san francisco","05/07/1972","san francisco, california","PacifiSouthwest Airlines","Sacramento - San Francisco","Boeing 737-200",86,3,83,0.03,0,"Two hijackers and one passenger killed.",1972,7,"Jul",NA,-28.963096,-65.426706
"698","san francisco","22/11/1968","san francisco, california","Japan Air Lines","Tokyo - San Francisco","McDonnell Douglas DC-8-62",107,0,107,0,0,"The plane landed in the shallow waters of San Francisco Bay, 2.5 mile short of the Runway 28L. All 107 people aboard were safely evacuated the plane without injury. According to the NTSB, the captain said he was making a coupled approach, but because of problems with his pressure altimeter, he was relying on the more accurate radio altimeter for verification of altitude. The captain looked up expecting to be 200 feet above the water but instead was nearly in the water. He applied power but it was too late. The captain did not cross-check the raw data glide-slope signals and didn't realize the ILS on-course position was far above where he was. The  improper application of the prescribed procedures to execute an automatic-coupled ILS approach. This deviation from the prescribed procedures was, in part, due t o a lack of familiarization and infrequent operation of the installed flight director and autopilot system.  As a result, Japan Air Lines changed their training procedures to stress command responsibilities, crew coordination and transition time for new type of aircraft. The aircraft was recovered from the San Francisco Bay 55 hours after the accident, repaired at a United Air Lines facility and eventually flow back to Japan where it was put  in service for many decades.",1968,11,"Nov",NA,-28.963096,-65.426706
"699","san francisco","30/07/1971","san francisco, california","Pan American World Airways","San Francisco - Los Angeles","Boeing B-747-121",218,0,218,0,0,"The aircraft struck approach lights at the departure end of runway during takeoff. Miscalculation of available runway length and takereference speed by crew. Erroneous information from the dispatcher. The aircraft was named 'Clipper America.'",1971,7,"Jul",NA,-28.963096,-65.426706
"700","san gerardo","19/02/1984","san gerardo, el salvador","Military - Salvadoran Air Force","","Bell UH-1H / Bell UH-1H",28,28,0,1,0,"One of the helicopters was hit by guerrilla mortar fire and lost control, crashing into the other helicopter.",1984,2,"Feb",NA,1.628723,-76.933167
"701","san juan","31/12/1972","san juan, puerto rico","American Express Leasing","San Juan, PR - Managua, Nicaragua","Douglas DC-7CF",5,5,0,1,0,"The flight crashed moments after taking after losing the No. 2 engine and losing power in the No. 3 engine.  Overloaded by 4,193 lbs.  Inadequate maintenance, inspection and previous damage to the engine during a taxing accident led to the engine failures. Baseball player Roberto Clemente, 38, killed. Clemente was on a relief mission to deliver supplies for earthquake victims in Nicaragua.",1972,12,"Dec",NA,-25.185208,-57.96233
"702","san juan","26/09/1978","san juan, puerto rico","Francisco Cruz","Borinquen, PR - San Juan, PR","Beech D18AS",6,6,0,1,0,"Flew into vortex turbulence and crashed while attempting to land.  Unable to communicate on terminal radar service frequency.",1978,9,"Sep",NA,-25.185208,-57.96233
"703","san juan","03/10/1941","san juan, puerto rico","Pan American World Airways","Miami - Buenos Aires","Sikorsky S-42B (flying boat)",15,2,13,0.13,0,"Following the approach, the aircraft contacted the water in an unduly nose-low attitude while moving sideways relative to the water.  Almost immediately after first contact with the water, the aircraft swerved violently to the right and broke into several major sections. The failure of the captain to exercise requisite caution and skill in landing. A contributing factor was the smooth surface of the water, which rendered difficult, the captain's depth perception as well as the exact determination of any lateral movement of the aircraft.",1941,10,"Oct",NA,-25.185208,-57.96233
"704","san juan","28/12/1948","san juan, puerto rico","Airborne Transport","San Juan - Miami","Douglas DC-3",32,32,0,1,0,"Radio contact was lost after the crew reported being 50 nm south of Miami. Departure from San Juan with known electrical problems and discharged batteries. Ditched in the Gulf of Mexico after it ran out of fuel. Offical cause unknown.",1948,12,"Dec",NA,-25.185208,-57.96233
"705","san juan","03/12/2008","san juan, puerto rico","Webstas Aviation Services Inc.","Tortola Virgin Islands - San Juan, PR","Rockwell International 690B",3,3,0,1,0,"The plane struck the side of El Yunque mountain 2,310 feet, east of San Juan in heavy fog.",2008,12,"Dec",NA,-25.185208,-57.96233
"706","san juan","05/03/1969","san juan, puerto rico","Prinair","Saint Thomas - San Juan","de Havilland DH-114 Heron 2D",19,19,0,1,0,"Crashed into the Sierra de Luquillo mountains. The vectoring of the aircraft by a ATC trainee into mountainous terrain under IFR  conditions without adequate clearance altitude.",1969,3,"Mar",NA,-25.185208,-57.96233
"707","san juan","25/03/1965","san juan, puerto rico","Military - Royal Canadian Air Force","Training exercise","Canadair CP-107 MK-2",16,16,0,1,0,"The plane was participating in U.S. - Canadian maneuvers.",1965,3,"Mar",NA,-25.185208,-57.96233
"708","san juan","07/06/1949","san juan, puerto rico","Strato Freight","San Juan - Miami","Curtiss C-46D-5-CU",81,53,28,0.65,0,"The aircraft crashed into the AtlantiOcean during takeafter a loss of the No. 2 engine. The loss of power in the right engine before the aircraft could attain the optimum single engine climb speed, which together with being overloaded resulted in the aircraft losing altitude and ditching into the ocean. Incorrect spark plugs installed on the No. 2 engine.",1949,6,"Jun",NA,-25.185208,-57.96233
"709","san onofre","07/03/1976","san onofre, california","Sky Haven - Air Taxi","Palm Springs, CA - Santa Ana, CA","Cessna 172M",2,2,0,1,0,"The aircraft crashed into the PacifiOcean after an in-flight fire. Source of the fire undetermined.",1976,3,"Mar",NA,9.735863,-75.526261
"710","san sebastian","18/06/1968","san sebastian, spain","Rinaldo Piaggio","","Piaggio PD-808",6,6,0,1,0,"The aircraft flew into the side of Mt. Jaiskibel after turned in the wrong direction.",1968,6,"Jun",NA,-34.942124,-59.701625
"711","san vincente","27/01/1978","san vincente, colombia","SADELCA","Neiva - San Vincente","Douglas DC-3",14,14,0,1,0,"Struck a 7,000 ft. mountain in fog.",1978,1,"Jan",NA,-31.42353,-64.144128
"712","santa ana","15/04/1950","santa ana, colombia","Lineas Aí©reas Nacionales","","Douglas C-47 (DC-3)",25,25,0,1,0,"",1950,4,"Apr",NA,-29.845826,-63.846291
"713","santa ana","23/11/1968","santa ana, california","Cable Commuter","Los Angeles - Santa Ana","de Havilland Canada DHC-6 Twin Otter 200",9,9,0,1,0,"While on approach to the airport, in dense fog, the aircraft descended prematurely and its left wing clipped a 30 ft. light pole on the grounds of a fire station 1.8 miles northwest of the runway threshold. The plane then veered into the adjacent elevated embankment of a freeway and broke up, spewing flaming wreckage across all six traffilanes. Improper IFR operation. Misjudged altitude.",1968,11,"Nov",NA,-29.845826,-63.846291
"714","santa ana","15/12/1993","santa ana, california","Air Taxi - Martin Aviation LP","Fresno, CA - Santa Ana, CA","Israel Aircraft Industries 1124A",5,5,0,1,0,"The aircraft followed in a Boeing 757 for landing, became caught in its wake turbulence, rolled into a deep descent and crashed. Rich Snyder, president of In-N-Out Burger chain killed.",1993,12,"Dec",NA,-29.845826,-63.846291
"715","santa ana","25/06/1965","santa ana, california","Military - U.S. Air Force","El Toro -  Honolulu - Okinawa","Boeing C-135A",85,85,0,1,0,"Crashed shortly after taking from El Toro Marine Corps Air Station bound for Okinawa. After attaining an altitude of 1,000 feet, the plane failed to make a left turn and flew into rising terrain. Cause unknown.",1965,6,"Jun",NA,-29.845826,-63.846291
"716","santiago de cuba","27/03/1962","santiago de cuba, cuba","Cubana de Aviacion","Santiago de Cuba - Havana","Ilyushin IL-14",22,22,0,1,0,"Crashed shortly after takeinto the sea 1 mile offshore and sank. The weather was clear.",1962,3,"Mar",NA,20.0247222,-75.8219444
"717","santiago de cuba","11/07/1997","santiago de cuba, cuba","Cubana de Aviacion","Santiago de Cuba - Havana","Antonov AN-24",44,44,0,1,0,"The plane crashed into the ocean 4 miles the coast shortly after takeoff. Possible failure of the left engine during takeoff.",1997,7,"Jul",NA,20.0247222,-75.8219444
"718","santiago de cuba","23/03/1990","santiago de cuba","Cubana de Aviacion","","Antonov AN-26",46,4,42,0.09,0,"During takeoff, close to V1 the takewas aborted. The aircraft overran the runway and crashed.",1990,3,"Mar",NA,20.0247222,-75.8219444
"719","santiago de cuba","10/06/1929","santiago de cuba, cuba","Pan American Airways","Santiago de Cuba - Havana","Fokker F-X",5,2,3,0.4,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed.",1929,6,"Jun",NA,20.0247222,-75.8219444
"720","santiago de cuba","24/10/1990","santiago de cuba, cuba","Cubana de Aviacion","Camaguey - Santiago de Cuba","Yakovlev YAK-40",31,11,20,0.35,0,"Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.",1990,10,"Oct",NA,20.0247222,-75.8219444
"721","santo antao","07/08/1999","santo antao, cape verde islands","TACV-Cabo Verde Airlines","Sao Vicente - Santo Antao","Dornier 228-201",18,18,0,1,0,"The aircraft, which was chartered from the Cape Verde Coast Guard, crashed into a cliff Ponta do Sol airfield in the Cape Verde Islands in fog and rain. The plane was returning to the island of Sao Vicente where it originally departed  due to poor weather conditions destination city. The pilot possibly lost visibility due to the fog and rain and crashed into a cliff in Santo Antao.",1999,8,"Aug",NA,-5.880854,13.429602
"722","santo domingo","15/02/1970","santo domingo, dominican republic","Compania Dominicana de Aviacion","Santo Domingo - San Juan","McDonnell Douglas DC-9-32",102,102,0,1,0,"Two minutes after taking , the crew reported losing an engine and turned back towards the airport. The plane then descended rapidly and crashed into the sea. Featherweight boxer Carlos Cruz and members of  the Puerto Rican women's national volleyball team killed.",1970,2,"Feb",NA,-36.710137,-57.585696
"723","santo domingo","30/01/1975","santo domingo, dominican republic","Linea Aí©rea Nacional","Santo Domingo - Port-au-Prince","Douglas DC-3-313",30,1,29,0.03,0,"Crashed during take off.",1975,1,"Jan",NA,-36.710137,-57.585696
"724","sanyi","22/08/1981","sanyi, miao-li, taiwan","Far Air Transport","Taipei - Kaohsiung","Boeing B-737-222",110,110,0,1,0,"The aircraft experienced in-flight structural failure. Severe corrosion in belly of plane led to a pressure hull rupture and disintegration of the plane.",1981,8,"Aug",NA,31.085928,118.537219
"725","sao paulo","15/01/1963","sao paulo, brazil","Cruzeiro","","Convair CV-240-0",45,13,32,0.29,7,"The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain.",1963,1,"Jan",NA,-9.151022,14.509003
"726","sao paulo","03/05/1963","sao paulo, brazil","Cruzeiro","Sao Paulo - Rio de Janeiro","Convair CV-340-59",50,37,13,0.74,0,"The aircraft returned to airport after the No. 2 caught fire. The crew feathered the prop, made a left turn, stalled and crashed into a house. Improper feathering procedure.",1963,5,"May",NA,-9.151022,14.509003
"727","sao paulo","27/02/1975","sao paulo, brazil","VASP","Sao Paulo - Bauru","Embraer 110C Bandeirante",15,15,0,1,0,"The plane crashed into houses after taking and burst into flames. The plane had engine trouble, attempted to return to the airport when it crashed into the houses.",1975,2,"Feb",NA,-9.151022,14.509003
"728","sao paulo","04/06/1954","sao paulo, brazil","Varig","Sao Paulo - Porto Alegre","Curtiss C-46A",3,3,0,1,0,"The cargo plane crashed on takeoff. Elevator lock was not removed prior to takeoff.",1954,6,"Jun",NA,-9.151022,14.509003
"729","sao paulo","02/03/1996","sao paulo, brazil","Madrid Taxi Aí©reo - Charter","Brasilia - Sao Paulo","Gates Learjet 25D",9,9,0,1,0,"The crew was advised they were too high and fast while on approach to Sao Paulo. The pilot initiated a visual go-around but collided with a mountain at 3,280 ft.  Brazilian pop group Mamanas Assassinas killed.",1996,3,"Mar",NA,-9.151022,14.509003
"730","sao paulo","17/07/2007","sao paulo, brazil","TAM (Brazil)","Porto Alegre - Sao Paulo","Airbus A-320-233",187,187,0,1,12,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded the end of the runway across a major roadway and struck a gas station and building, bursting into flames. One hundred seventy passengers and a crew of six were aboard.",2007,7,"Jul",NA,-9.151022,14.509003
"731","sao paulo","22/05/1938","sao paulo, brazil","Cruzeiro do Sul","","Junkers JU-52/3m",17,2,15,0.12,0,"The mail plane crashed while taking off.",1938,5,"May",NA,-9.151022,14.509003
"732","sao paulo","23/09/1959","sao paulo, brazil","VASP","Sao Paulo - Rio de Janeiro","Saab Scandia 90A-1",20,20,0,1,0,"Crashed a few minutes after taking from Sao Paulo Airport. Cause undetermined.",1959,9,"Sep",NA,-9.151022,14.509003
"733","sao paulo","13/05/1952","sao paulo, brazil","VASP","Sao Paulo - Bauru","Douglas DC-3",22,5,17,0.23,0,"Crashed while attempting to make an emergency landing after experiencing an engine failure. Failure of the port engine due to accessory drive failure. Failure of the starboard engine due to seizure as a result of deficient maintenance. Error on the part of the crew in lowering the landing gear in emergency conditions.",1952,5,"May",NA,-9.151022,14.509003
"734","sao paulo","03/01/1947","sao paulo, brazil","Panair do Brasil","","Sikorsky S-43B (flying boat)",14,11,3,0.79,0,"Crashed into the Solimoes extension of the Amazon river.",1947,1,"Jan",NA,-9.151022,14.509003
"735","sao paulo","17/06/1953","sao paulo, brazil","Panair do Brasil","","Lockheed 049-46-21 Constellation",17,17,0,1,0,"Crashed while on final approach to Sao Paulo. Error of judgement by the crew during poor visibility at night.",1953,6,"Jun",NA,-9.151022,14.509003
"736","sao paulo","18/08/1941","sao paulo, brazil","Panair do Brasil","Porto Alegre - Rio de Janera","Lockheed 18 LodeStar",12,8,4,0.67,0,"Crashed in a mountain range while enroute.",1941,8,"Aug",NA,-9.151022,14.509003
"737","sao paulo","30/08/1944","sao paulo, brazil","Panair do Brasil","","Lockheed 18 Lodestar",16,16,0,1,0,"Crashed in fog.",1944,8,"Aug",NA,-9.151022,14.509003
"738","sao paulo","19/12/1955","sao paulo, brazil","Cruzeiro Do Sud","Sao Paulo - Belem","Douglas DC-3",26,26,0,1,0,"Crashed on takeoff.",1955,12,"Dec",NA,-9.151022,14.509003
"739","sao paulo","28/01/1986","sao paulo, brazil","VASP","Sao Paulo - Belo Horizonte","Boeing B-737-2A1",72,1,71,0.01,0,"The crew accidently tried to take from a taxiway. The takewas aborted but the aircraft overran the runway and collided with a embankment and broke in two. There was heavy fog in the area.",1986,1,"Jan",NA,-9.151022,14.509003
"740","sao paulo","08/09/1951","sao paulo, brazil","VASP","","Douglas DC-3",13,13,0,1,3,"Crashed into a house shortly after taking from Congonhas Airport.",1951,9,"Sep",NA,-9.151022,14.509003
"741","sao paulo","04/11/2007","sao paulo, brazil","Reali Taxi Aereo","Sao Paulo - Rio de Janeiro","Learjet 35A",2,2,0,1,6,"The executive jet took off, banked to the right and crashed to the ground striking two houses. The copilot failed to complete the checklist and filled only the right wing fuel tank. By the time they took it was too late to fix the imbalance with the balancing pump to distriblue fuel evenly in both wings. The plane banked to the right until it stalled and crashed.",2007,11,"Nov",NA,-9.151022,14.509003
"742","saravena","30/06/1975","saravena, colombia","Taxi Aereo El Venado","Cucuta - Tame","Douglas DC-4",3,3,0,1,0,"The cargo plane crashed en route.",1975,6,"Jun",NA,6.953758,-71.87523
"743","saravena","06/07/1997","saravena, colombia","Military - Colombian Army","","Mil Mi-17 (helicopter)",29,25,4,0.86,0,"Shot down by rebels.",1997,7,"Jul",NA,6.953758,-71.87523
"744","saravena","27/04/1986","saravena, colombia","ACES Colombia","Bogota - Saravena","de Havilland Canada DHC-6 Twin Otter 300",13,13,0,1,0,"Crashed into a 8,500 ft. mountain in poor weather.",1986,4,"Apr",NA,6.953758,-71.87523
"745","sardinata","03/05/1975","sardinata, colombia","SATENA","Ocana - Cucuta","Douglas DC-3",6,3,3,0.5,0,"Crashed  on its inaugural flight.",1975,5,"May",NA,4.251538,-73.517778
"746","sari","17/05/2001","sari, iran","Faraz Qeshm Airlines","Tehran - Gorgan","Yakovlev YAK-40",30,30,0,1,0,"The aircraft crashed into mountains about 12 miles south of Sari, 55 minutes after taking from Tehran on a flight to Gorgan. Shortly before the tower lost contact with the plane the pilot reported bad weather and said he was thinking of returning to Tehran. Transport Minister of Iran, Rahman Dadman, 45, killed.",2001,5,"May",NA,37.513221,70.386475
"747","sarowbi","25/11/1986","sarowbi, afghanistan","Military - Afghan Republican Air Force","","Ilyushin IL-18",40,40,0,1,0,"Shot down by Afghan rebels.",1986,11,"Nov",NA,33.47924,63.664257
"748","sayre","13/05/1987","sayre, pennsylvania","Air Taxi","Sayre, PA - Washington, District of Colombia","Piper PA-32-300",3,2,1,0.67,0,"During initial climb after takeoff, smoke was observed in the cockpit. When the smoke became hvy, the plt decided to land. He attempted a forced landing on rising terrain in foggy conditions. Subsequently, the aircraft crashed into the side of the hill & began burning. Electrical short and arcing leading to fire.",1987,5,"May",NA,59.3494444,24.8022222
"749","senlis","21/04/1936","senlis, france","Sabena","","Fokker F-VII",2,2,0,1,0,"",1936,4,"Apr",NA,50.533023,2.153
"750","shanghai","09/12/1930","shanghai, china","China National Aviation Corporation","Shanghai - Hankow","Loening C-W Air Yaht",6,4,2,0.67,0,"The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.",1930,12,"Dec",NA,29.329547,121.058037
"751","shanghai","21/01/1976","shanghai, china","CAAC","Guangzhou - Changsha","Antonov AN-24",40,40,0,1,0,"Crashed during the approach.",1976,1,"Jan",NA,29.329547,121.058037
"752","shanghai","21/06/1996","shanghai, china","China Flying Dragon Aviation (Feilong Airlines)","Dalian - Shanghai","Harbin Yunshuji Y-12-II",12,2,10,0.17,0,"The aircraft crashed into a mountain after deviating course during a landing attempt.",1996,6,"Jun",NA,29.329547,121.058037
"753","snag","26/01/1950","snag, yukon territory","Military - U.S. Air Force","Elmendorf - Great Falls, MT","Douglas C-54D-DC (DC-4)",44,44,0,1,0,"Operated by the StrategiAir Command, the transport disappeared while flying between Elmendorf AFB and Great Falls, Mt. There were 44 persons aboard. All were American military personnel except for two passengers, a civilian dependent and her infant child. Last radio contact was at 17:09 Snag, YT. It took Amber Airway No.2 over Canada, but failed to arrive at its destination.  The wreckage still had not been found by 1951.",1950,1,"Jan",NA,62.383333,-140.366667
"754","sochi","03/05/2006","sochi, russia","Armavia","Yerevan, Armenia - Sochi, Russia","Airbus A320-211",113,113,0,1,0,"The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The pilots of the Airbus-320  allowed the plane to descend too low as it faced bad weather on its approach to the airport.",2006,5,"May",NA,35.897646,69.483287
